Frames,Videos,Nose-Eye,Eye-Shoulder,Eye-Midshoulder,Eye-Wither,Wither-Midshoulder,Midshoulder-Shoulder,Hip-Ischium,Ischium-Stifle,Stifle-Hip,Stifle-Offhindhock,Offhindhock-Offhindfetlock,Stifle-Nearhindhock,Nearhindhock-Nearhindfetlock,Girth-Offknee,Offknee-Offfrontfetlock,Elbow-Nearknee,Nearknee-Nearfrontfetlock
0087.png,Sample14,81.58431222,187.2965563,220.1930971,293.5574901,90.13878189,61.91122677,111.0180166,118.224363,134.2013413,148.0540442,113.4636506,106.3672882,109.0045871,94.11163584,77.66595136,123.239604,73.10950691
0088.png,Sample14,82.76472679,191.6063673,218.5154457,283.7199323,87.00574694,60.03332408,110.1635148,122.0368797,137.640837,146.6049112,100.6479011,105.0809212,109.7314905,89.56003573,76.90253572,133.7946187,80.23091673
0089.png,Sample14,80.65358021,193.7859644,219.0365266,271.713084,80.45495634,59.68249325,105.5367235,127.3184983,134.3726163,139.8177385,104.1393297,106.51291,112.2942563,90.04998612,77.62087348,142.126704,82.86132994
0090.png,Sample14,77.83315489,200.2823008,220.0568108,266.8332813,76.32168761,59.05929224,107.5174404,130.4300579,127.5774275,136.1800279,109.8954048,113.7409337,111.4001795,90,78.18567644,151.0297984,82.54089895
0091.png,Sample14,78.54934755,201.4571915,221.2735863,264.7753765,76.15773106,57.80138407,109.658561,132.2006051,128.3199127,130.4300579,105.5461984,117.3243368,108.4665847,88.20430828,79.30952024,158.5212919,81.70679286
0092.png,Sample14,85.70297544,206.7002661,225.2820454,262.5452342,75.59100476,58.83026432,110.317723,136.2093976,127.6753696,126.0357092,105.0761629,122.4132346,104.4796631,87,83.52843827,155.6663098,83.77350416
0094.png,Sample14,79.84985911,207.4656598,219.4948747,256.9708155,85.90692638,54.58937626,108.0601684,132.2308587,115.7324501,126.3724654,110.6932699,152.8986592,117.6137747,87.36704184,81.27115109,141.8203088,81.04319836
0095.png,Sample14,79.71198153,204.2669822,218.9292123,258.2885983,88.63972022,53.33854141,106.3014581,137.2443077,116.068945,119.5700631,114.1271221,169.292646,115.4339638,89.82204629,91.43850392,133.1352696,79.42921377
0096.png,Sample14,81.60882305,208.2162338,220.4223219,264.0075756,89.89994438,53.66563146,107.2007463,136.6199107,118.0381294,120.7683733,103.8171469,176.1817244,107.2007463,93.21480569,86.2670273,124.3422696,83.67795409
0097.png,Sample14,81.49233093,208.463426,220.2044505,267.5855004,92.13034245,53.22593353,107.0046728,135.9485197,120.0166655,119.1049957,105.7024125,178.0449381,110.2179659,96.76776323,87.6184912,115.8835623,83.5463943
0099.png,Sample14,85.15867542,199.7223072,222.0360331,276.3711273,90.42676595,59.16924877,113.2166066,135.2479205,121.0041322,122.40915,108.4066419,187.5233319,114.4901743,119.2057046,82.61961026,85.72630868,83.02409289
0100.png,Sample14,88.1192374,186.1316738,223.0201785,281.15654,93.53608929,54.4885309,114.3896848,131.605471,121,123.1787319,110.4626634,190.2866259,115.8360911,128.1444497,75.17978452,81.09870529,85
0101.png,Sample14,81.88406438,178.9077975,219.317122,287.2350953,90.44335244,58,112.3610253,131.4001522,119,128.5768253,106.2308806,190.3785702,118.3384975,137.4117899,78.10889834,84.71717653,86.02325267
0102.png,Sample14,84.59314393,175.9232787,216.4486082,290.056891,93.23625904,58.72818744,113.2166066,134.8072698,119,132.6084462,112.2541759,196.5960325,115.0043477,139.6173342,81.15417426,82.96987405,85.51023331
0103.png,Sample14,89.67719889,171.2921481,209.267771,287.4595624,94.84724561,58.13776741,113.2166066,138.9460327,128.015624,123.5677952,109.1100362,191.8593235,111.6467644,138.4521578,75.16648189,92.17917335,87.64131446
0104.png,Sample14,76.53103945,168.9615341,210.0523744,292.5149569,99.76472322,56.5862174,110.6797181,143.586211,134.0037313,120.3536456,109.767937,194.0773042,111.3283432,145.1137485,78.64477096,104.019229,84.77027781
0105.png,Sample14,86.88498144,164.3471935,203.0221663,287.0836115,105.3802638,55.31726674,114.72576,149.2414152,137.2333779,115.6027681,109.8817546,180.4993075,110.1135777,156.1185447,79.62411695,108.9036271,87.09190548
0106.png,Sample14,81.49233093,167.3559082,203.0886506,276.9783385,97.67292358,54.56189146,111.9866063,150.2331521,134.4507345,119.9541579,105.3850084,171.2833909,103.576059,150.2331521,85.49268975,118.8486432,90.47651629
0107.png,Sample14,79.12016178,172.3513853,204.3526364,275.1817581,95.52486587,57.28001397,110.6435719,149.3050568,135.8307771,120.8304597,106.0188662,152.4631103,108.295891,141.6050847,84.7584804,135.4289482,83.67197858
0108.png,Sample14,81.93289938,170.4611393,201.8043607,265.1490147,91.54780172,55.1724569,109.8362417,150.8011936,142.1442929,120.6523933,109.0412766,143.1223253,108.2266141,132.9097438,87.66413178,137.0109485,85.08818954
0109.png,Sample14,85.38149682,172.1685221,201.434853,261.8950171,90.13878189,53.75872022,110.2179659,145.0861813,143.199162,121.4948559,111.0045044,131.0152663,115.6243919,130.1768028,84.64632302,145.1137485,81.70679286
0112.png,Sample14,85.72630868,184.4803513,205.3509192,266.1747546,88.23831367,48.82622246,107.9675877,135.9595528,155.7690598,122.0245877,111.4001795,87.36131867,110.8602724,107.424392,81.78630692,109.0412766,89.02246907
0113.png,Sample14,78.4346862,179.7386992,205.02195,268.4939478,89.02246907,48.41487375,118.3300469,131.0267148,158.9276565,124.4507935,115.8792475,87.57282684,119.8540779,105.1903037,78.10249676,90.37698822,85.14693183
0114.png,Sample14,83.24061509,179.0781952,207.0096616,275.3125497,90.78546139,51.2249939,114.8259553,128.2809417,154.8063306,123.794184,117.9533806,90.08884504,115.0043477,106.6208235,82.60750571,93.63759929,84.50443775
0115.png,Sample14,83.24061509,179.8471573,209.0861067,276.5375201,87.86353055,54.20332093,111.0855526,123.1746727,152.3154621,126.6214832,119.4361754,99.08077513,113.6485812,108.3374358,81.0246876,92.96235797,80
0118.png,Sample14,85.15867542,178.809955,195.6041922,284.7630594,103.9471019,44.94441011,117.0469991,120.3702621,141.3541651,137.1313239,123.3085561,106.7941946,112.7297654,100.7174265,81.78630692,111.0180166,69.11584478
0119.png,Sample14,82.22530024,175.26266,199.5720421,279.2919619,98.85848471,51.88448708,111.1260546,120.6523933,137.2661648,141.8238344,119.4738465,113.0309692,108.7474138,100.019998,82.56512581,122.4295716,80.09993758
0120.png,Sample14,75.18643495,182.0137357,205.878605,274.854507,90.80198236,52.35456045,122.0040983,122.3315168,143.7358689,134.617978,117.8346299,109.658561,108.853112,98.18350167,85.16454661,132.0075755,73.10950691
0121.png,Sample14,84.48076704,182.8879438,204.1200627,271.3300573,94.04786016,55.47071299,123.227432,121.4948559,141.1523999,135.2072483,113.6353818,114.4901743,108.1665383,97.12878049,81.74350127,134.0634178,83.24061509
0122.png,Sample14,88.88756943,184.3936008,206.0606707,268.2927506,91.83681179,58.30951895,124.9519908,128.2224629,139.1761474,132.3102415,111.0855526,115.1564154,105.2615789,100.124922,79.40403012,145.7154762,84.1546196
0123.png,Sample14,88.88756943,188.8200201,208.7773934,266.0864521,94.03190948,54.08326913,124.739729,134.0335779,141.9894362,126.4911064,112.2853508,115.0043477,102.2594739,93.13431162,83.35466394,152.118375,88.60022573
0124.png,Sample14,85.07055895,190.1920082,209.0574084,261.0766171,90.21086409,54.91812087,122.2620137,136.4001466,145.523194,116.8246549,113.1105654,119.2015101,105.9292217,86.28441342,87.20665112,153.4568343,87.93179175
0127.png,Sample14,81.74350127,193.49677,213.8410625,254.169235,87.23531395,53.60037313,110.8602724,139.5170241,133.7348122,122.1474519,119.7747887,158.2561215,116.0172401,86.02325267,89.04493248,140.6022759,82.46211251
0128.png,Sample14,79.42921377,196.0867155,214.3478481,261.8415551,89.94442729,49.64876635,110.440029,141.675686,125,126.7635594,111.8928058,179.1368192,114.437756,92.07062507,87.20091743,128.4717868,82.71033793
0129.png,Sample14,73.97972695,185.3105502,208.6935552,267.5256997,98.27003612,52.0096145,110.7248843,138.5388032,120.0041666,123.7133784,121.2353084,190.0657781,110.0272693,107.424392,86.60831369,117.6307783,81.78630692
0131.png,Sample14,79.76214641,182.6307751,211.0094785,275.4868418,98.79271228,54.81788029,110.571244,140.0892573,133.2403843,118.8276062,116.1077086,194.833262,107.9351657,130.8319533,93.33809512,97.98469268,74.02702209
0132.png,Sample14,78.08969202,179.7386992,206.0873601,277.016245,99.04544412,56.30275304,114.3896848,139.4632568,130.0346108,122.3315168,115.1216748,192.213423,112.0089282,108.6001842,79.64923101,95.70788891,73.02739212
0133.png,Sample14,76.79192666,167.8868667,208.1177551,280.8131051,101.2570985,57.38466694,112.7208942,138.0579588,127.0354281,122.184287,115.974135,190.8297671,115.8706175,119.503138,78.0320447,93.02150289,75.53806987
0134.png,Sample14,77.31752712,167.1944975,209.5375861,284.0070422,98.60020284,60.8276253,111.7899817,137.8005806,124.1450764,127.7810628,116.3615057,197.9141228,113.6353818,127.2006289,79.12016178,94.5409964,78.85429601
0135.png,Sample14,74.14849965,162.0987353,206.4097866,288.7299777,105.1189802,60.30754513,114.2322196,134.2013413,121,135.7681848,113.7189518,202.0544481,112.25863,128.7050893,76,91,86.58521814
0136.png,Sample14,74.52516354,152.8299709,201.0223868,277.102869,100.895986,63.82005954,111.6288493,132.0075755,120.1041215,140.6307221,110.7248843,195.8621965,111.8257573,135.3698637,79.62411695,99.40321926,86.12200648
0137.png,Sample14,83.95236745,157.1655178,197.6486782,274.854507,104.7377678,58.82176468,117.686023,142.8985654,130.1153335,124.8879498,109.2382717,180.7678069,108.1572929,143.5444182,82.71033793,107.6289924,86.02325267
0138.png,Sample14,66.48308055,157.0031847,194.1262476,271.6468295,99.70456359,56.08029957,116.498927,143.0873859,132.3706916,126.1150269,105.1189802,176.8756625,109.7861558,149.2514657,77.88452991,111.7318218,83.48652586
0139.png,Sample14,68.35202996,161.5951732,194.6586756,271.6265819,101.1187421,54.56189146,115.9525765,144.1700385,138.6001443,123.8789732,105.8017013,171.6770223,105.3802638,143.6941196,82.28000972,119.0965994,83.57032966
0140.png,Sample14,74.33034374,170.0970311,197.9898987,272.9047453,103.9471019,51.66236541,117.686023,143.8401891,140.4279175,125.2996409,103.8171469,151.4760707,103.9471019,143.5339681,79.0569415,124.6314567,84.17244205
0141.png,Sample14,72.49827584,168.8608895,196.3058838,251.7002185,90.80198236,53.75872022,111.6109314,142.0563269,142.5798022,123.6648697,106.0047169,136.6528448,105.1189802,130.1383879,83.16850365,128.2263623,83.63013811
0145.png,Sample14,79.69943538,174.9771414,200.2123872,253.1896522,87.92041856,52.40229003,118.0042372,135.0925609,149.4021419,126.9054766,112.8051417,99.00505038,106.6255129,118.8107739,77.78174593,113.4548368,85.0411665
0146.png,Sample14,79.55501241,172.3513853,201.30077,257.0992026,86.2670273,55.97320788,119.540788,133.1352696,153.7693077,129.4024729,113.0530849,95.34149149,109.1650127,113.5341358,77.1621669,106.329676,76.83749085
0147.png,Sample14,75.43208866,169.292646,202.022276,262.2403478,88.23264702,54.45181356,130.9236419,129.7266357,152.3154621,132.321578,114.2847321,102.4890238,109.1237829,107.7032961,79.0253124,90.70832376,80.9197133
0151.png,Sample14,84.29116205,166.2077014,196.3517252,274.5214017,93.38094024,52.43090692,116.4560003,120.6731122,145.6021978,128.6895489,123.1462545,89.94442729,119.40268,89.49860334,81.58431222,98.61541462,64.62971453
0152.png,Sample14,81.88406438,164.9060338,193.747258,259.0463279,86.60831369,51.6139516,128.1600562,124.2779144,147.4720312,132.2006051,115.0043477,93.17188417,114.1621654,84.71717653,82,112.4322018,75.16648189
0153.png,Sample14,76.40026178,169.2483382,195.2562419,265.0056603,91.83136719,51.86520992,124.1933976,122.3315168,145.3994498,126.6056871,116.46888,99.62429423,110.7248843,84,84.77027781,121.6552506,77.66595136
0154.png,Sample14,74.04052944,175.3909918,198.1236987,258.7237909,85.44588931,53.33854141,121.2765435,130.6330739,144.5164351,130.6981255,109.6357606,102.8834292,113.2254388,83.00602388,85.44003745,136.6930869,81.27115109
0155.png,Sample14,72.12489168,178.1600404,207.0024154,255.0803795,79.64923101,62.42595614,119.1007976,134.2721118,142.442971,127.6244491,109.8362417,105.8017013,112.7874106,84.00595217,82.76472679,142.8635713,80.32434251
0156.png,Sample14,58.52349955,175.9602228,203.039405,254.1200504,78.54934755,62.96824597,116.4173527,139.0323703,144.5856148,121.2641744,114.9347641,113.4548368,111.4001795,85.00588215,83.57032966,140.7586587,89.69392399
0159.png,Sample14,77.62087348,190.0026316,194.1648784,243.5261793,77.1038261,68.68041933,111.3238519,138.4052022,139.0863041,110.3086579,105.9905656,141.9929576,106.117859,85.47514259,83.63013811,130.1460718,83.16850365
0160.png,Sample14,81.49233093,187.1282982,192.50974,242.3241631,81.83520025,65.4599114,112.7918437,137.4408964,133.2216199,114.8085363,103.247276,163.8078142,108.3743512,85.0529247,87.36704184,131.4724306,76.68767828
0161.png,Sample14,74.33034374,177.7920133,196.0229578,243.9610625,81.41252975,64.84597135,114.4814395,136.5613415,128.3160161,115.974135,107.3312629,175.4223475,109.0366911,92.4175308,81.27115109,123.9677377,75.16648189
0164.png,Sample14,82.20097323,178.4432683,207.021738,255.5621255,81.84130986,64.89992296,103.4649699,134.6291202,119.3398508,121.3960461,104.6565813,194.4273643,108.4665847,115.8015544,83.63013811,99.60923652,85.0529247
0165.png,Sample14,79.24645102,175.755512,209.6115455,261.8740155,80.5294977,59.20304046,104.5466403,131.2097557,119.2057046,122,107.3312629,203.0295545,109.2016483,124.579292,72.9451849,99.00505038,80.30566605
0166.png,Sample14,84.72307832,166.8831927,206.6204249,264.1685068,85.95929269,57.98275606,107.5639345,133.6001497,117.1537451,125.2836781,105.9481005,208.7223036,107.9351657,134.714513,69.28924881,92.76313923,81.22191822
0167.png,Sample14,79.62411695,160.5147968,204.792578,265.452444,86.60831369,60.20797289,109.0045871,130.8739852,123.004065,129.7112177,114.3896848,206.8912758,105.1903037,141.7356695,74.33034374,95.27329112,83.5463943
0168.png,Sample14,79.83107165,158.67577,202.7140844,264.0927867,85.14693183,60.20797289,109.0045871,125.4950198,123.1462545,128.351081,117.3243368,204.0710661,105.1189802,150.4160896,78.31347266,99.32270637,82.46211251
0001.png,Sample15,103,204.3624232,232.2606295,280.3158932,74.40430095,71.28113355,104.3168251,104.1009126,144.8067678,126.8227109,95.46203434,90.82400564,108.8485186,90.42676595,73.34848328,162.9355701,68.11754546
0002.png,Sample15,97.62171889,205.4093474,230.5558501,278.8906596,80.99382693,68.50547423,103.3102125,110.2769242,146.4923206,123.2233744,97.41663102,86.68333173,104.7854952,87.69264507,77.1621669,173.0028901,68.41052551
0003.png,Sample15,95.75489544,213.1783291,228.7094226,275.6972978,76.84399781,67.9779376,107.3545528,117.5967687,147.5127113,124.016128,95.8018789,87.47571091,100.8414597,83.02409289,79.37883849,183.6110018,73.53910524
0004.png,Sample15,95.52486587,215.0813799,234.4461559,276.0615873,78.0320447,67.74215822,111.8257573,117.889779,148.9328708,125.6025477,94.72592042,85.00588215,102.9611577,90.13878189,69.26037828,188.8756204,77.07788269
0005.png,Sample15,92.96235797,224.4036542,241.627813,274.9254444,75.15317691,69.83552105,111.4001795,123.4220402,153.5871088,123.0650235,93.90420651,83.21658489,100.9752445,87.02298547,70.21395873,196.1147623,79.20227269
0006.png,Sample15,97.26767192,228.9890827,242.1611034,268.6801072,74.46475676,69.35416354,113.6353818,121.6059209,149.2548157,111.0180166,98.50888285,90.02777349,99.50376877,86.14522622,75.13321503,191.8176217,78.10889834
0007.png,Sample15,97.12363255,233.9081016,241.4228655,270.8154353,74.6860094,67.54257916,111.3597773,128.8875479,145.6742942,116.7261753,98.02040604,94.02127419,110.0727032,82.00609733,79.75587753,186.7029727,75.66372975
0009.png,Sample15,94.9210198,239.4263979,242.0123964,265.9116395,76.32168761,71.30918594,107.3545528,127.2831489,130.0615239,122.1883792,100.3045363,144.3086969,96.5194281,74.33034374,85.44003745,166.5082581,76.40026178
0010.png,Sample15,92.6984358,236.3154671,242.0330556,265.9116395,71.30918594,76.55716818,104.3168251,132.8006024,131.855982,124.9079661,97.86214794,150.146595,94.64142856,83.09632964,75.80237463,158.391919,71.58910532
0011.png,Sample15,93.30058949,237.1919054,244,267.9048338,71.30918594,76.96752562,105.6787585,132.8006024,132.740348,127.5343091,99.76472322,156.9840756,93.21480569,84.02380615,73.57309291,147.6279106,73.75635566
0012.png,Sample15,93.60555539,237.4973684,249.4674327,284.6928169,75.17978452,75.58438992,114.4901743,137.0583817,125.7815567,124.9199744,106.1743849,162.73291,101.1385189,89.84430978,78.10249676,134.0634178,74.02702209
0013.png,Sample15,88.88756943,234.957443,254.6566316,294.7269923,79.25906888,78.39005039,112.6809656,128.8914272,122.1883792,130.0346108,94.9368211,166.4241569,100.5683847,100.2397127,73.24616031,117.4137982,72.44308111
0015.png,Sample15,93.63759929,224.2899909,256.9435736,297.1279186,75.29276194,85.80209788,100.7025322,119.0378091,123.5839795,129.988461,98.88377015,171.6420694,96.00520819,122.4295716,68.30812543,97.12363255,71.06335202
0016.png,Sample15,92.47702417,220.1454065,256.0351538,292.8839361,72.9451849,88.23831367,107.424392,120.4325537,122.0655562,130.5411812,99.28242543,170.8566651,96.56603958,123.9072234,72.9177619,99.2975327,72.99315036
0017.png,Sample15,92.34717104,216.5848563,253.8700455,290.628629,69.46221995,88.86506625,108.0462864,120.6731122,124.1450764,130.0499904,96.56603958,175.4137965,90.8735385,134.0335779,75.42545989,94.72592042,73.97972695
0018.png,Sample15,94.15412896,210.6181379,246.4345755,279.7159273,70.83078427,89.14033879,102.0832993,121.6593605,126.1427762,131.4724306,99.00505038,176.4001134,87.80091116,139.5206078,76.53103945,90.13878189,72.73238618
0019.png,Sample15,107.1540946,209.121974,241.1244492,277.0649743,73.23933369,86.97700846,104.6947945,121.9180052,124.036285,131.2440475,98.37174391,166.8172653,90.25519376,138.9748179,84.48076704,88.1192374,75.89466384
0020.png,Sample15,95.46203434,212.5582273,238.2120904,268.4194479,67.20119047,90.52071586,110.6932699,123.239604,125.399362,129.0968629,99.98499887,154.1590088,94.89467846,144.222051,83.93449827,86.40023148,77.87810989
0021.png,Sample15,91.0659102,216.4162656,227.3059612,255.327241,70,88.09086218,108.6324077,125.8967831,131.7459677,128.1561547,100.448992,142.1724305,92.34717104,141.495583,79.84985911,99.64436763,75.13321503
0022.png,Sample15,87.92041856,214.263856,227.8815482,255.5386468,67.00746227,91.43850392,110.6932699,132.3820229,141.5980226,123.8789732,100.1299156,130.8166656,94.64142856,141.5344481,78.72102642,106.5082156,75.29276194
0023.png,Sample15,91.26883367,213.7147632,224.0089284,252.5787006,68.11754546,92.09777413,110.1680534,126.3724654,142.411376,124.3261839,98.73196038,119.7539143,98.02040604,135.2072483,74.8465096,108.5771615,78.29431652
0025.png,Sample15,91.83681179,216.6033241,213.8878211,240.441261,73.75635566,93.08598176,105.6030303,125.9245806,150.0966355,121.9385091,94.19129471,79.69943538,110.317723,116.498927,77.62087348,115.4339638,74.6860094
0026.png,Sample15,89.87213139,214.869728,219.14607,245.9674775,73.10950691,83.63013811,109.5901455,122.5887434,155.724115,123.2233744,95.4253635,94.1328848,91.1811384,115.6027681,81.78630692,103.3537614,82.32860985
0027.png,Sample15,85.23496935,218.013761,230.3584164,251.5313102,69.63476143,86.97700846,106.9439105,119.8540779,151.0827588,126.2101422,96.87620967,100.7174265,94.15412896,109.8362417,81.58431222,98.71676656,77.46612163
0028.png,Sample15,93.81364506,217.1750446,229.5778735,257.8158257,73.24616031,87,105.1903037,119.2811804,150.9205089,128.844868,96.02603814,100.8067458,97.50897395,107.9120012,82.60750571,106.7941946,74.33034374
0032.png,Sample15,86.60831369,209.4421161,234.33523,270.4736586,73.10950691,81.32035416,108.6876258,111.3956911,134.5362405,136.4880947,102.1567423,118.3300469,103.4456379,93.00537619,76.65507159,137.277092,63.2455532
0033.png,Sample15,84.07734534,217.0368632,238.3212118,273.1483114,72.00694411,80.8084154,110.4626634,106.8269629,137.0328428,145,94.70480452,116.9144987,101.9656805,88.76936408,76.11832894,147.8276023,67.47592163
0034.png,Sample15,85.47514259,221.8152384,242.5633938,272.3104846,73.4982993,77.15568676,107.9351657,108.2312339,131.93938,143.586211,94.81033699,114.9782588,100.3194896,89.73850901,77.66595136,152.7514321,68.73136111
0035.png,Sample15,84.59905437,225.6390924,242.2601907,272.2645772,73.4982993,76.05918748,106.7754653,108.7060256,127.5774275,142.8355698,96.89685237,112.6410227,100.6578363,88.84255737,77.20103626,157.800507,73.68174808
0036.png,Sample15,91.92388155,226.8126981,238.1365155,266.5426795,73.4982993,75,107.9120012,109.402925,131.041978,140.2640367,89.49301649,106.5692263,99.92997548,93.17188417,78,161.1521021,79.12016178
0037.png,Sample15,91.92388155,231.6246964,240.8754865,268.8215021,77.93587107,76.40026178,106.976633,116.6619047,131.7952958,138.0579588,94.9210198,105.0190459,94.14881837,91.35097153,73.53910524,168.629772,87.32124598
0038.png,Sample15,90.04998612,237.7666924,245.6928977,268.1678579,79.75587753,74.20242584,107.5174404,122.6743657,128.8914272,131.0457935,95.70788891,105.3233118,94.72592042,88.09086218,75.59100476,180.8867049,79.30952024
0039.png,Sample15,83.86298349,237.9285607,239.520354,260.5091169,79.75587753,74.88658091,108.8485186,124.4829306,124.579292,133.6450523,95.00526301,117,93.64827815,89.02246907,74.73285757,185,75.27283707
0040.png,Sample15,84.31488599,239.7936613,235.6968392,253.8995865,82.36504113,72.71863585,103.7304198,127.4048665,120.0666482,140.7302384,94.33981132,126.574089,94.89467846,89.27485648,76.94153625,181.8158409,77.83315489
0041.png,Sample15,84.62860037,240.4329428,233.4523506,247.2124592,81.84130986,71.69379332,108.240473,131.8938968,116.068945,139.6030086,97.51410154,134.3316791,96.5194281,90.66973034,79.61155695,181.6397534,76.24303247
0043.png,Sample15,86.092973,242.5386567,233.0193125,245.0979396,83.19254774,72.9451849,103.4649699,131.2097557,116.211015,132.3064624,107.3359213,153.5252422,104.4796631,96.7729301,81.56592426,151.3472828,80.08120878
0044.png,Sample15,80.62257748,240.6200324,234.8297255,249.158584,85,71.19691005,107.7032961,131.8256424,117.2092147,125.399362,107.9351657,157.8131807,105.3802638,108.3374358,78.5684415,143.6836804,75.31268154
0045.png,Sample15,84.53401682,238.5979883,235.8686075,254.0433034,83.18653737,73.57309291,113.6353818,129.8499134,117.2092147,129.0736224,103.3150521,164.0548689,101.9803903,121.7579566,75.66372975,131.0343466,75.16648189
0046.png,Sample15,83.25863319,236.8881593,239.7707238,264.6828291,85.58621384,73.4982993,109.5901455,131.0267148,115.7324501,130.418557,105.3090689,167.5857989,102.8396811,117.8855377,80.8084154,125.4950198,80.05623024
0049.png,Sample15,89.31965069,220.517573,239.081576,276.1159177,86.02325267,80.72174428,117.1708155,132.2308587,119.3398508,133.3641631,100.2247474,177.8819833,99.16148446,129.247824,76.1642961,88.95504483,82.37718131
0050.png,Sample15,92.11405973,212.708721,236.5459786,280.0446393,87.45856162,84.14867795,108.2681855,129.6186715,115.0695442,128.097619,102.3181313,178.0449381,94.02127419,138.9244399,79.906195,86.14522622,80.0624756
0051.png,Sample15,84.58132182,208.8300745,230.2172887,277.1154994,88.52683209,82.03657721,110.1362792,126.4001582,115.01739,130.6024502,101.8331969,177.0028248,98.89893832,140.064271,87.09190548,84,81.15417426
0052.png,Sample15,82.29823813,207.4222746,228.6328935,274.1167634,85.70297544,82.75868534,111.0720487,132.1362933,123.0162591,126.2893503,106.282642,177.6288265,95.51963149,137.9057649,82.71033793,83.5463943,80.04998438
0053.png,Sample15,80.13114251,205.8834622,228.6328935,272.1176216,84.3860178,84.14867795,111.3283432,132.0075755,122.0655562,130.1729619,101.8331969,177.6288265,93.68030743,138.1339929,86.37708029,84.64632302,79.84985911
0054.png,Sample15,79.75587753,208.2786595,228.3725027,269.3139432,83.73768566,84.86459804,109.767937,134.4172608,124.1974235,129.0968629,99.92497185,170.6018757,96.7729301,141.0319113,78,88.95504483,79.30952024
0055.png,Sample15,85.98255637,207.9326814,222.6499495,262.5509474,85.14693183,84.21995013,111.0180166,137.8876354,131.3087964,132.4839613,100.4390362,157.2672884,96.69022701,142.5236822,77.1621669,98.81295462,81.85963596
0056.png,Sample15,90.60353194,203,216.6748716,252.7924049,86.83317338,82.73451517,108.8117641,132.7742445,135.3403118,124.3382483,100.4041832,142.2146265,97.18538985,140.014285,73.24616031,103.8556691,78.79086241
0060.png,Sample15,90.73588044,213.8457388,212.9037341,247.1679591,86.83317338,83.00602388,109.2016483,129.5299193,148.8522758,127.8827588,99.12618221,103.406963,94.33981132,118.9831921,72.56721023,110.2587865,82.68010643
0061.png,Sample15,90.21086409,210.793738,212.6146749,247.7296914,86.21484791,82.20097323,109.772492,127.5813466,151.9901313,128.4056074,97.62171889,95.0210503,97.49871794,115.2475596,76.40026178,105.1189802,82.46211251
0062.png,Sample15,89.0056178,210.7605276,220.4223219,254.5034381,81.4002457,83.86894539,109.5901455,118.4314148,153.3753566,129.6302434,97.98469268,101,101.0791769,116.1077086,74.54528825,110.4219181,74.65252842
0063.png,Sample15,87.658428,205.5480479,218.8378395,258.0949438,81.83520025,82.46211251,111.8257573,119.0378091,151.9901313,134.4172608,101.6366076,104.3551628,115.974135,111.4136437,75.02666193,113.1591799,72.62231062
0064.png,Sample15,87.66413178,201.0223868,220.2044505,264,82.32860985,79.39773297,113.7409337,114.621115,152.3975065,131.5902732,105.2615789,108.6324077,114.2365966,111.4136437,75.00666637,111.2205017,75.07329752
0067.png,Sample15,88.23831367,201.7176244,224.5551157,275.4087871,81.39410298,79.0253124,117.1708155,110.7519752,141.1559421,139.5170241,105.7024125,118.2962383,97.98979539,95.33624704,75.66372975,128.2224629,73.1641989
0068.png,Sample15,87.09190548,203.5706266,225.5748213,279.5174413,80.61017306,79.40403012,114.9652121,111.2115102,141.6509795,141.3541651,103.6194962,111.9866063,97.69339793,93.9840412,78.44743463,134.714513,80.00624976
0069.png,Sample15,91.1811384,209.7736876,228.7050502,279.4584048,78.51751397,84.31488599,112.9247537,110.6028933,137.0875633,146.8196172,100.0899595,110.1135777,101.2373449,87.29833904,79.84985911,147.2752525,82.29823813
0070.png,Sample15,86.37708029,215.5226206,231.4649001,279.1791539,80.05623024,80.7093551,114.1621654,113.2298547,131.605471,142.9020644,101.2373449,109.0045871,101.0198,89.62700486,77.62087348,154.2368309,78.44743463
0071.png,Sample15,92.19544457,217.5063217,228.4841351,274.0291955,81.56592426,79.61155695,115.7410904,114.4770719,130.6483831,145.2446212,100.6578363,107.2287275,104.1777327,88.95504483,78.39005039,164.1249524,83.43260753
0072.png,Sample15,85.42247948,222.6229997,228.035085,274.0291955,83.73768566,81.49233093,120.3037822,120.2538981,129.0271289,144.4610674,98.71676656,106.7941946,102.1077862,85.58621384,80.41144197,171.4059509,80.95677859
0073.png,Sample15,82.36504113,228.2148111,228.659135,269.0018587,85,79.17701687,119.6411301,124.0846485,131.4724306,141.7674152,92.76313923,114.2365966,95.35197953,84,76.55063684,180.3136157,77.07788269
0074.png,Sample15,86.95401083,234.3074903,228.4644392,263.3210968,83.00602388,77.82030583,116.4817582,128.7633488,128.26535,138.7083271,97.01546269,119.6202324,96.87620967,86.02325267,83.76156637,180.6017719,77.25283166
0075.png,Sample15,90.55385138,239.1526709,226.2410219,255.8632447,82.66196223,81.0246876,106.2544117,132.2308587,126.1942946,138.6578523,103.1746093,133.9888055,99.40824915,89.05054744,80.99382693,172.8843544,75.92759709
0076.png,Sample15,91.26883367,239.0690277,224.6152266,251.2468905,82.92767934,77.47257579,111.0720487,133.6899398,136.5283853,131.5902732,105.0047618,131.7459677,101.4938422,89.05054744,79.88116173,171.8254929,77.49193506
